Test_Number,Unix_Test_Start_Time,Word,WPM,Error_Rate,Error_and_Backspace_Rate
,,Bethel,127.05613,0,0
,,and,228.209781,0,0
,,Hai,72.960493,0,0
,,There,103.173573,0,0
,,at,183.174576,0,0
,,the,246.191434,0,0
,,place,179.707197,0,0
,,of,165.149887,0,0
,,the,189.750238,0,0
,,altar,147.317341,0,0
,,he,147.869148,0,0
,,had,60.410378,0,0
,,made,137.645653,0,0
,,before,150.00825,0,0
,,he,150.379252,0,0
,,again,147.347598,0,0
,,called,141.799852,0,0
,,upon,143.308119,0,0
,,the,248.576631,0,0
,,name,164.719075,0,0
,,of,207.232613,0,0
,,the,206.103593,0,0
,,Lord,143.545175,0,0
,,But,103.13205,0,0
,,Lot,107.645122,0,0
,,also,172.850923,0,0
,,who,205.824751,0,0
,,was,176.542335,0,0
,,with,149.929748,0,0
,,Abram,121.200331,0,0
,,had,79.9258,0,0
,,flocks,141.574908,0,0
,,of,206.148003,0,0
,,sheep,146.253216,0,0
,,and,244.054197,0,0
,,cattle,36.22404,1,2
,,and,206.79465,0,0
,,tents,188.105278,0,0
,,Neither,38.608974,0.714286,1.428571
,,was,139.682194,0,0
,,the,215.541996,0,0
,,land,186.477623,0,0
,,able,176.789826,0,0
,,to,139.467134,0,0
,,contain,128.656531,0,0
,,them,178.680315,0,0
,,so,153.326889,0,0
,,that,162.147051,0,0
,,they,225.177662,0,0
,,might,150.324867,0,0
,,dwell,53.427207,0,0.2
,,together,173.640859,0,0
,,Indeed,14.258885,1.833333,3
,,their,222.55466,0,0
,,substance,62.099578,0.555556,0.666667
,,was,150.683859,0,0
,,so,120.165514,0,0
,,great,199.92041,0,0
,,that,167.947842,0,0
,,they,12.940442,4.75,6.25
,,could,232.846737,0,0
,,not,89.75878,0,0
,,live,162.754162,0,0
,,in,186.569389,0,0
,,common,148.47778,0,0
,,And,102.171031,0,0
,,then,197.749917,0,0
,,there,116.692884,0,0
,,also,63.718658,0,0
,,arose,175.170229,0,0
,,a,225.498689,0,0
,,conflict,128.647219,0,0
,,between,45.108813,0.714286,1
,,the,228.922564,0,0
,,shepherds,138.263964,0,0
,,of,153.030434,0,0
,,Abram,103.259338,0,0
,,and,210.528506,0,0
,,of,140.111549,0,0
,,Lot,125.506861,0,0
,,Now,110.805432,0,0
,,at,20.566161,1,2
,,that,152.962946,0,0
,,time,145.744257,0,0
,,the,182.71926,0,0
,,Canaanite,118.363564,0,0
,,and,233.795123,0,0
,,the,229.550664,0,0
,,Perizzite,107.088975,0,0
,,lived,168.031794,0,0
,,in,208.399097,0,0
,,that,180.283911,0,0
,,land,160.333411,0,0
,,Therefore,151.389541,0,0
,,Abram,111.548412,0,0
,,said,197.537924,0,0
,,to,152.364918,0,0
,,Lot,32.951157,0.333333,0.666667
,,I,56.100165,0,0
,,ask,168.611926,0,0
,,you,148.507811,0,0
,,let,158.158788,0,0
,,there,199.865444,0,0
,,be,129.40782,0,0
,,no,129.136357,0,0
,,quarrel,125.233929,0,0
,,between,148.05626,0,0
,,me,137.681366,0,0
,,and,13.601214,5.333333,6.666667
,,you,111.268733,0,0
,,and,229.32547,0,0
,,between,140.367825,0,0
,,my,70.668959,0,0
,,shepherds,94.972575,0,0
,,and,182.441618,0,0
,,your,76.138105,0,0
,,shepherds,151.245669,0,0
,,For,157.006747,0,0
,,we,157.004175,0,0
,,are,157.138506,0,0
,,brothers,32.008974,0,0.125
,,Behold,117.457775,0,0
,,the,194.831588,0,0
,,entire,153.908307,0,0
,,land,196.835517,0,0
,,is,240.501889,0,0
,,before,149.69209,0,0
,,your,146.197732,0,0
,,eyes,186.541977,0,0
,,Withdraw,146.994748,0,0
,,from,168.627322,0,0
,,me,139.053416,0,0
,,I,92.970253,0,0
,,beg,140.8524,0,0
,,you,178.898734,0,0
,,If,106.084584,0,0
,,you,193.470734,0,0
,,will,129.400458,0,0
,,go,11.562289,1.5,3.5
,,to,140.174061,0,0
,,the,226.477659,0,0
,,left,142.202508,0,0
,,I,105.389973,0,0
,,will,134.370133,0,0
,,take,210.163371,0,0
,,the,215.248321,0,0
,,right,26.871646,1.2,2.4
,,If,106.361597,0,0
,,you,157.7581,0,0
,,choose,137.25775,0,0
,,the,209.940367,0,0
,,right,30.151944,1.2,1.6
,,I,93.939254,0,0
,,will,129.449958,0,0
,,pass,169.517416,0,0
,,to,140.575267,0,0
,,the,208.323233,0,0
,,left,134.822701,0,0
,,And,97.986307,0,0
,,so,139.9745,0,0
,,Lot,126.022112,0,0
,,lifting,174.582588,0,0
,,up,112.410943,0,0
,,his,148.068844,0,0
,,eyes,168.926356,0,0
,,saw,126.953996,0,0
,,all,109.511346,0,0
,,the,211.296971,0,0
,,region,195.741588,0,0
,,around,251.878933,0,0
,,the,229.969378,0,0
,,Jordan,149.441781,0,0
,,which,168.868032,0,0
,,was,148.39867,0,0
,,thoroughly,165.576036,0,0
,,irrigated,158.632107,0,0
,,before,168.304136,0,0
,,the,208.826465,0,0
,,Lord,135.874194,0,0
,,overthrew,140.057192,0,0
,,Sodom,137.59676,0,0
,,and,253.192129,0,0
,,Gomorrah,118.070336,0,0
,,It,127.32796,0,0
,,was,168.545043,0,0
,,like,148.141457,0,0
,,the,229.39731,0,0
,,Paradise,140.126458,0,0
,,of,156.239807,0,0
,,the,196.259379,0,0
,,Lord,139.959249,0,0
,,and,273.941498,0,0
,,it,113.710509,0,0
,,was,126.427471,0,0
,,like,134.703053,0,0
,,Egypt,117.934969,0,0
,,approaching,76.581471,0.090909,0.272727
,,toward,145.357671,0,0
,,Zoar,41.1875,0.5,1
,,And,106.398192,0,0
,,Lot,120.811024,0,0
,,chose,175.532863,0,0
,,for,252.800132,0,0
,,himself,174.248163,0,0
,,the,168.198207,0,0
,,region,193.447295,0,0
,,around,268.934851,0,0
,,the,23.789923,1.333333,2.666667
,,Jordan,126.951027,0,0
,,and,166.697757,0,0
,,he,130.019014,0,0
,,withdrew,147.082035,0,0
,,by,128.840805,0,0
,,way,126.414073,0,0
,,of,71.24478,0,0
,,the,18.713199,2.333333,3.333333
,,east,178.68831,0,0
,,And,148.301673,0,0
,,they,222.684131,0,0
,,were,154.001777,0,0
,,divided,160.811093,0,0
,,one,148.479248,0,0
,,brother,196.86419,0,0
,,from,124.502282,0,0
,,the,250.847689,0,0
,,other,236.142224,0,0
,,Abram,86.889546,0,0
,,dwelt,73.490771,0,0
,,in,240.088545,0,0
,,the,253.799096,0,0
,,land,28.611503,1.25,2
,,of,180.261589,0,0
,,Canaan,123.113283,0,0
,,In,74.231849,0,0
,,truth,157.612963,0,0
,,Lot,77.032137,0,0
,,stayed,219.643623,0,0
,,in,182.146436,0,0
,,the,224.53468,0,0
,,towns,39.105908,1,1.4
,,that,99.169216,0,0
,,were,130.164467,0,0
,,around,214.934847,0,0
,,the,236.548253,0,0
,,Jordan,145.32358,0,0
,,and,226.36675,0,0
,,he,10.534825,4.5,6.5
,,lived,169.867142,0,0
,,in,210.207389,0,0
,,Sodom,137.134337,0,0
,,But,97.032755,0,0
,,the,235.680983,0,0
,,men,161.107609,0,0
,,of,205.844535,0,0
,,Sodom,119.643468,0,0
,,were,154.905607,0,0
,,very,126.776222,0,0
,,wicked,157.910635,0,0
,,and,213.030629,0,0
,,they,197.212557,0,0
,,were,35.506874,0.75,1.5
,,sinners,123.484481,0,0
,,before,167.694526,0,0
,,the,208.552407,0,0
,,Lord,136.180391,0,0
,,beyond,120.06253,0,0
,,measure,174.403159,0,0
,,And,89.034099,0,0
,,the,212.974028,0,0
,,Lord,146.807655,0,0
,,said,187.896119,0,0
,,to,172.281895,0,0
,,Abram,126.809249,0,0
,,after,162.005216,0,0
,,Lot,133.471927,0,0
,,was,168.03679,0,0
,,divided,151.470735,0,0
,,from,56.256576,0,0
,,him,134.016991,0,0
,,Lift,92.811859,0,0
,,up,112.195725,0,0
,,your,146.665629,0,0
,,eyes,159.358422,0,0
,,and,310.518964,0,0
,,gaze,145.210566,0,0
,,out,230.099245,0,0
,,from,154.511222,0,0
,,the,197.200933,0,0
,,place,39.988494,1.4,1.8
,,where,191.371306,0,0
,,you,176.405425,0,0
,,are,245.416764,0,0
,,now,171.826906,0,0
,,to,130.799706,0,0
,,the,16.041954,2,3.333333
,,north,147.125246,0,0
,,and,121.257717,0,0
,,to,114.484696,0,0
,,the,179.779858,0,0
,,meridian,131.083153,0,0
,,to,137.579101,0,0
,,the,198.001185,0,0
,,east,215.508902,0,0
,,and,114.044829,0,0
,,to,127.39124,0,0
,,the,179.816979,0,0
,,west,162.057337,0,0
,,All,83.260716,0,0
,,the,223.934478,0,0
,,land,183.703775,0,0
,,that,167.226816,0,0
,,you,168.028732,0,0
,,see,127.979293,0,0
,,I,75.948911,0,0
,,will,129.590059,0,0
,,give,169.762245,0,0
,,to,95.191012,0,0
,,you,141.353712,0,0
,,and,212.795911,0,0
,,to,132.072573,0,0
,,your,173.691205,0,0
,,offspring,116.475714,0,0
,,even,124.143943,0,0
,,forever,125.723087,0,0
,,And,93.594612,0,0
,,I,79.830722,0,0
,,will,130.163655,0,0
,,make,211.581103,0,0
,,your,209.279038,0,0
,,offspring,138.215034,0,0
,,like,31.259688,1.75,2.25
,,the,27.004942,1.666667,2
,,dust,135.704112,0,0
,,of,191.324761,0,0
,,the,192.134643,0,0
,,earth,178.511578,0,0
,,If,93.244177,0,0
,,any,152.274756,0,0
,,man,132.855471,0,0
,,is,182.540443,0,0
,,able,207.719141,0,0
,,to,129.680062,0,0
,,number,133.937253,0,0
,,the,44.415584,0.333333,0.666667
,,dust,153.552648,0,0
,,of,180.745781,0,0
,,the,25.227934,1.333333,2.666667
,,earth,149.738855,0,0
,,he,103.76656,0,0
,,will,124.302537,0,0
,,be,103.068714,0,0
,,able,214.425161,0,0
,,to,141.724625,0,0
,,number,147.045238,0,0
,,your,28.815025,1.5,2
,,offspring,117.292007,0,0
,,as,190.923441,0,0
,,well,115.864122,0,0
,,Arise,21.731814,1.4,1.8
,,and,252.578693,0,0
,,walk,160.068187,0,0
,,through,174.7554,0,0
,,the,234.472479,0,0
,,land,197.719821,0,0
,,in,193.097641,0,0
,,its,43.157984,0.666667,1.333333
,,length,126.631404,0,0
,,and,225.850122,0,0
,,breadth,164.996148,0,0
,,For,136.757951,0,0
,,I,120.847271,0,0
,,will,123.19084,0,0
,,give,176.305372,0,0
,,it,144.327036,0,0
,,to,154.452935,0,0
,,you,180.446888,0,0
,,Therefore,135.3054,0,0
,,moving,18.731378,2.333333,3.166667
,,his,179.72456,0,0
,,tent,159.868622,0,0
,,Abram,131.215715,0,0
,,went,144.161946,0,0
,,and,72.729933,0,0
,,dwelt,42.742733,0.2,0.4
,,by,119.912944,0,0
,,the,177.649436,0,0
,,steep,172.368637,0,0
,,valley,144.015003,0,0
,,of,167.013426,0,0
,,Mamre,91.814162,0,0
,,which,190.413266,0,0
,,is,191.412356,0,0
,,in,167.584527,0,0
,,Hebron,131.130454,0,0
,,And,149.971132,0,0
,,he,152.802375,0,0
,,built,128.125492,0,0
,,an,211.600944,0,0
,,altar,157.381609,0,0
,,there,127.476656,0,0
,,to,152.632696,0,0
,,the,211.893316,0,0
,,Lord,37.892278,0.5,1
,,Now,97.697879,0,0
,,it,155.101593,0,0
,,happened,137.361656,0,0
,,in,148.87831,0,0
,,that,167.381638,0,0
,,time,147.969161,0,0
,,that,160.344113,0,0
,,Amraphel,51.18457,0.125,0.25
,,king,114.6615,0,0
,,of,161.860039,0,0
,,Shinar,109.789266,0,0
,,and,224.614847,0,0
,,Arioch,90.397617,0,0
,,king,138.450069,0,0
,,of,150.953722,0,0
,,Pontus,114.689505,0,0
,,and,277.004544,0,0
,,Chedorlaomer,33.467265,0.416667,0.833333
,,king,143.08232,0,0
,,of,112.886946,0,0
,,the,193.34305,0,0
,,Elamites,42.46038,0.625,1.25
,,and,230.46299,0,0
,,Tidal,116.120509,0,0
,,king,145.997693,0,0
,,of,152.495912,0,0
,,the,196.32267,0,0
,,Nations,103.23797,0,0
,,went,145.56823,0,0
,,to,147.136393,0,0
,,war,23.788713,1.333333,1.666667
,,against,179.580007,0,0
,,Bera,119.84339,0,0
,,king,27.687111,1.25,2
,,of,122.433715,0,0
,,Sodom,142.812655,0,0
,,and,269.794549,0,0
,,against,183.734062,0,0
,,Birsha,109.986833,0,0
,,king,166.463251,0,0
,,of,150.664313,0,0
,,Gomorrah,110.628908,0,0
,,and,291.859508,0,0
,,against,206.699148,0,0
,,Shinab,129.389381,0,0
,,king,149.378614,0,0
,,of,118.750267,0,0
,,Admah,89.652957,0,0
,,and,242.036275,0,0
,,against,167.681972,0,0
,,Shemeber,110.746749,0,0
,,king,168.809108,0,0
,,of,156.089214,0,0
,,Zeboiim,27.991692,1.142857,1.714286
,,and,287.320615,0,0
,,against,44.625932,1,1.285714
,,the,169.129142,0,0
,,king,154.85636,0,0
,,of,140.019093,0,0
,,Bela,130.811917,0,0
,,that,178.725168,0,0
,,is,167.217494,0,0
,,Zoar,124.199771,0,0
,,All,81.720225,0,0
,,these,207.027092,0,0
,,came,159.076684,0,0
,,together,75.883699,0.25,0.5
,,in,158.24765,0,0
,,the,261.358819,0,0
,,wooded,143.954834,0,0
,,valley,137.253321,0,0
,,which,173.34435,0,0
,,is,120.633863,0,0
,,now,154.680279,0,0
,,the,218.777612,0,0
,,Sea,135.100346,0,0
,,of,181.156092,0,0
,,Salt,111.178786,0,0
,,For,90.148215,0,0
,,they,194.596272,0,0
,,had,128.098036,0,0
,,served,140.16376,0,0
,,Chedorlaomer,78.970198,0,0
,,for,167.427297,0,0
,,twelve,119.696634,0,0
,,years,19.608799,1.8,2.8
,,and,276.058248,0,0
,,in,71.817869,0,0
,,the,264.112827,0,0
,,thirteenth,119.634054,0,0
,,year,80.144059,0,0
,,they,169.714811,0,0
,,withdrew,56.869561,0.25,0.5
,,from,158.99102,0,0
,,him,131.688517,0,0
,,Therefore,116.881829,0,0
,,in,84.238043,0,0
,,the,230.009555,0,0
,,fourteenth,165.450575,0,0
,,year,226.613267,0,0
,,Chedorlaomer,68.441678,0.083333,0.166667
,,arrived,158.829398,0,0
,,and,210.611543,0,0
,,the,317.365427,0,0
,,kings,209.53937,0,0
,,who,149.301183,0,0
,,were,169.047743,0,0
,,with,151.237247,0,0
,,him,114.659582,0,0
,,And,158.360048,0,0
,,they,255.954173,0,0
,,struck,157.729574,0,0
,,the,258.324533,0,0
,,Rephaim,143.477586,0,0
,,at,152.18735,0,0
,,Ashteroth,126.986069,0,0
,,of,151.601152,0,0
,,the,234.443454,0,0
,,two,116.284478,0,0
,,horns,36.399677,0.4,0.8
,,and,229.426262,0,0
,,the,25.22001,0.666667,1.333333
,,Zuzim,40.532278,0.4,0.8
,,with,168.182013,0,0
,,them,23.728565,2,3
,,and,259.170071,0,0
,,the,193.282787,0,0
,,Emim,116.70187,0,0
,,at,118.893681,0,0
,,Shaveh,80.395892,0,0
,,Kiriathaim,20.787146,0.7,1.6
,,and,105.098453,0,0
,,the,228.808471,0,0
,,Chorreans,109.599854,0,0
,,in,155.86947,0,0
,,the,229.000429,0,0
,,mountains,194.27306,0,0
,,of,184.921076,0,0
,,Seir,35.620349,0.75,1
,,even,160.657633,0,0
,,to,152.824338,0,0
,,the,212.308026,0,0
,,plains,220.814368,0,0
,,of,169.460843,0,0
,,Paran,35.337312,1,1.2
,,which,184.475322,0,0
,,is,139.829623,0,0
,,in,152.761566,0,0
,,the,209.624499,0,0
,,wilderness,132.108714,0,0
,,And,93.720477,0,0
,,they,197.615348,0,0
,,returned,134.563782,0,0
,,and,250.825945,0,0
,,arrived,157.182847,0,0
,,at,28.363395,1,2
,,the,229.40027,0,0
,,fountain,195.940811,0,0
,,of,207.422886,0,0
,,Mishpat,113.643055,0,0
,,which,169.685026,0,0
,,is,153.499036,0,0
,,Kadesh,56.088722,0.333333,0.666667
,,And,132.635919,0,0
,,they,188.153851,0,0
,,struck,152.971598,0,0
,,the,257.820437,0,0
,,entire,194.763566,0,0
,,region,193.683579,0,0
,,of,185.286006,0,0
,,the,228.478473,0,0
,,Amalekites,56.252933,0.2,0.4
,,and,280.198112,0,0
,,the,208.393733,0,0
,,Amorites,172.299795,0,0
,,who,13.83096,1.666667,2.666667
,,dwelt,99.42325,0,0
,,in,167.410307,0,0
,,Hazazontamar,25.70969,0.333333,0.75
,,And,133.25955,0,0
,,the,233.790436,0,0
,,king,186.690156,0,0
,,of,152.21025,0,0
,,Sodom,63.885668,0.2,0.4
,,and,277.863349,0,0
,,the,208.90101,0,0
,,king,162.274919,0,0
,,of,167.164067,0,0
,,Gomorrah,117.928077,0,0
,,and,246.708031,0,0
,,the,208.525614,0,0
,,king,176.644326,0,0
,,of,185.883836,0,0
,,Admah,90.36641,0,0
,,and,274.517809,0,0
,,the,209.669673,0,0
,,king,179.518746,0,0
,,of,166.954567,0,0
,,Zeboiim,32.785686,1,1.571429
,,and,282.31113,0,0
,,indeed,149.105164,0,0
,,the,194.936899,0,0
,,king,168.463006,0,0
,,of,186.886981,0,0
,,Bela,147.59811,0,0
,,which,190.887434,0,0
,,is,152.690121,0,0
,,Zoar,103.261846,0,0
,,went,160.189221,0,0
,,forth,157.205178,0,0
,,And,167.933326,0,0
,,they,111.981191,0,0
,,directed,137.748897,0,0
,,their,245.635076,0,0
,,point,212.38273,0,0
,,against,178.555065,0,0
,,them,145.483405,0,0
,,in,166.741754,0,0
,,the,229.494024,0,0
,,wooded,143.944328,0,0
,,valley,58.084677,0.333333,0.666667
,,namely,105.789036,0,0
,,against,125.880098,0,0
,,Chedorlaomer,84.979295,0,0
,,king,177.190134,0,0
,,of,159.231466,0,0
,,the,206.523174,0,0
,,Elamites,143.167441,0,0
,,and,246.412796,0,0
,,Tidal,135.937883,0,0
,,king,189.908001,0,0
,,of,166.294106,0,0
,,the,229.589343,0,0
,,Nations,167.870536,0,0
,,and,288.712304,0,0
,,Amraphel,80.341504,0,0
,,king,152.921826,0,0
,,of,167.242213,0,0
,,Shinar,126.895541,0,0
,,and,279.94712,0,0
,,Arioch,117.387154,0,0
,,king,146.489159,0,0
,,of,128.003405,0,0
,,Pontus,99.379768,0,0
,,four,129.330903,0,0
,,kings,88.027468,0,0
,,against,178.166718,0,0
,,five,154.459528,0,0
,,Now,84.2844,0,0
,,the,229.94076,0,0
,,wooded,137.283661,0,0
,,valley,148.406951,0,0
,,had,149.288835,0,0
,,many,44.422286,0.25,0.5
,,pits,135.01841,0,0
,,of,111.865262,0,0
,,bitumen,79.892749,0,0
,,And,150.159726,0,0
,,so,185.691339,0,0
,,the,251.060334,0,0
,,king,168.049187,0,0
,,of,138.727062,0,0
,,Sodom,124.673979,0,0
,,and,193.337906,0,0
,,the,195.955062,0,0
,,king,160.097062,0,0
,,of,121.550598,0,0
,,Gomorrah,120.004869,0,0
,,turned,154.551406,0,0
,,back,168.02423,0,0
,,and,210.545302,0,0
,,they,217.251024,0,0
,,fell,120.107332,0,0
,,there,200.089303,0,0
,,And,161.470114,0,0
,,those,82.415505,0,0
,,who,197.090448,0,0
,,remained,101.952858,0.125,0.25
,,fled,161.209987,0,0
,,to,64.659223,0,0
,,the,228.818097,0,0
,,mountain,188.32169,0,0
,,Then,112.396541,0,0
,,they,215.392496,0,0
,,took,145.376443,0,0
,,all,156.024524,0,0
,,the,192.841545,0,0
,,substance,124.666624,0,0
,,of,210.219211,0,0
,,the,149.895293,0,0
,,Sodomites,142.621945,0,0
,,and,280.714344,0,0
,,the,228.290664,0,0
,,Gomorrhites,73.072024,0,0
,,and,210.924073,0,0
,,all,102.648465,0,0
,,that,188.798734,0,0
,,pertained,172.556112,0,0
,,to,175.302218,0,0
,,food,129.142096,0,0
,,and,227.068074,0,0
,,they,213.66977,0,0
,,went,176.597309,0,0
,,away,13.657841,2.75,5.5
,,along,164.510824,0,0
,,with,163.39331,0,0
,,both,171.117366,0,0
,,Lot,127.133552,0,0
,,the,256.091009,0,0
,,son,162.757312,0,0
,,of,168.210671,0,0
,,Abram,126.965129,0,0
,,s,414.562861,0,0
,,brother,194.581291,0,0
,,who,211.862024,0,0
,,lived,200.31936,0,0
,,in,204.266796,0,0
,,Sodom,123.330937,0,0
,,and,256.99851,0,0
,,his,165.910278,0,0
,,substance,34.063664,0.888889,1.111111
,,And,120.113512,0,0
,,behold,173.753665,0,0
,,one,139.987986,0,0
,,who,194.17794,0,0
,,had,153.377521,0,0
,,escaped,210.113461,0,0
,,reported,168.823851,0,0
,,it,207.932639,0,0
,,to,127.865997,0,0
,,Abram,128.183434,0,0
,,the,173.791958,0,0
,,Hebrew,116.946722,0,0
,,who,229.415911,0,0
,,lived,183.069346,0,0
,,in,211.440089,0,0
,,the,231.580611,0,0
,,steep,140.292996,0,0
,,valley,153.500271,0,0
,,of,168.000478,0,0
,,Mamre,103.109941,0,0
,,the,162.103202,0,0
,,Amorite,154.771947,0,0
,,who,167.164632,0,0
,,was,194.833358,0,0
,,the,180.361991,0,0
,,brother,208.160976,0,0
,,of,205.985931,0,0
,,Eshcol,30.839379,1,1.166667
,,and,226.859518,0,0
,,the,201.826134,0,0
,,brother,185.7171,0,0
,,of,178.995021,0,0
,,Aner,72.90808,0,0
,,For,121.373962,0,0
,,these,198.530524,0,0
,,had,24.803531,2,2.666667
,,formed,145.772904,0,0
,,an,209.211925,0,0
,,agreement,177.166188,0,0
,,with,168.603841,0,0
,,Abram,128.473784,0,0
,,When,67.137314,0,0
,,Abram,145.043062,0,0
,,had,90.326503,0,0
,,heard,56.266413,0.2,0.4
,,this,229.997692,0,0
,,namely,180.435212,0,0
,,that,184.887999,0,0
,,his,26.059086,2.333333,3
,,brother,191.764305,0,0
,,Lot,83.70726,0,0
,,had,141.892341,0,0
,,been,144.300036,0,0
,,taken,41.616012,1.2,1.6
,,captive,164.267026,0,0
,,he,171.746721,0,0
,,numbered,157.993893,0,0
,,three,162.0315,0,0
,,hundred,122.648841,0,0
,,and,233.179266,0,0
,,eighteen,133.718051,0,0
,,of,188.277087,0,0
,,his,167.767478,0,0
,,own,229.421241,0,0
,,armed,123.705362,0,0
,,men,143.956128,0,0
,,and,224.355705,0,0
,,he,107.201917,0,0
,,went,178.816928,0,0
,,in,155.951608,0,0
,,pursuit,121.05644,0,0
,,all,114.180236,0,0
,,the,233.05108,0,0
,,way,148.30863,0,0
,,to,44.542754,0.5,1
,,Dan,98.074311,0,0
,,And,93.30498,0,0
,,dividing,134.591355,0,0
,,his,24.562063,2.333333,3
,,company,128.366326,0,0
,,he,120.100127,0,0
,,rushed,152.00305,0,0
,,upon,161.45805,0,0
,,them,154.306596,0,0
,,in,185.536729,0,0
,,the,257.067911,0,0
,,night,184.392905,0,0
,,And,148.47348,0,0
,,he,11.717107,4.5,6.5
,,struck,140.199868,0,0
,,them,165.53831,0,0
,,and,197.99424,0,0
,,pursued,167.941731,0,0
,,them,175.120084,0,0
,,as,208.670692,0,0
,,far,160.407745,0,0
,,as,71.910586,0,0
,,Hobah,80.677933,0,0
,,which,184.804848,0,0
,,is,209.315528,0,0
,,on,123.755421,0,0
,,the,209.98981,0,0
,,left,143.641137,0,0
,,hand,121.486493,0,0
,,of,184.253618,0,0
,,Damascus,122.131831,0,0
,,And,88.550575,0,0
,,he,147.264782,0,0
,,brought,203.719507,0,0
,,back,139.728739,0,0
,,all,157.829034,0,0
,,the,179.715212,0,0
,,substance,171.795659,0,0
,,and,229.032292,0,0
,,Lot,101.343711,0,0
,,his,167.986704,0,0
,,brother,198.569327,0,0
,,with,109.440238,0,0
,,his,146.387193,0,0
,,substance,55.868736,0.444444,0.888889
,,likewise,92.522906,0,0
,,the,227.387716,0,0
,,women,32.281422,1.2,2
,,and,209.485018,0,0
,,the,195.557984,0,0
,,people,196.855945,0,0
,,Then,116.661775,0,0
,,the,227.338948,0,0
,,king,168.319212,0,0
,,of,134.688151,0,0
,,Sodom,124.852519,0,0
,,went,144.691413,0,0
,,out,226.302276,0,0
,,to,142.341192,0,0
,,meet,145.785953,0,0
,,him,154.157493,0,0
,,after,168.683015,0,0
,,he,169.165774,0,0
,,returned,147.081246,0,0
,,from,167.04237,0,0
,,the,233.804755,0,0
,,slaughter,160.901572,0,0
,,at,112.325884,0,0
,,Chedorlaomer,77.942683,0,0
,,and,252.92763,0,0
,,the,213.264032,0,0
,,kings,163.698951,0,0
,,who,133.050602,0,0
,,were,159.551403,0,0
,,with,174.909392,0,0
,,him,119.541749,0,0
,,at,190.364462,0,0
,,the,195.055245,0,0
,,valley,141.586804,0,0
,,of,187.005828,0,0
,,Shaveh,98.93009,0,0
,,which,40.934584,1.2,1.6
,,is,111.713252,0,0
,,the,168.870842,0,0
,,valley,144.137701,0,0
,,of,205.05464,0,0
,,the,204.872149,0,0
,,king,202.578527,0,0
,,Then,82.031268,0,0
,,in,207.70611,0,0
,,truth,147.5658,0,0
,,Melchizedek,118.683939,0,0
,,the,192.885725,0,0
,,king,159.530801,0,0
,,of,155.614594,0,0
,,Salem,115.755177,0,0
,,brought,219.951123,0,0
,,forth,127.246576,0,0
,,bread,203.840876,0,0
,,and,225.220344,0,0
,,wine,173.613682,0,0
,,for,180.167674,0,0
,,he,111.686889,0,0
,,was,134.393434,0,0
,,a,176.507104,0,0
,,priest,93.423897,0.166667,0.333333
,,of,165.699084,0,0
,,the,230.708427,0,0
,,Most,113.240292,0,0
,,High,117.416161,0,0
,,God,119.328411,0,0
,,he,60.385447,0,0
,,blessed,154.211838,0,0
,,him,138.351791,0,0
,,and,253.273238,0,0
,,he,172.780426,0,0
,,said,240.04594,0,0
,,Blessed,118.494705,0,0
,,be,122.950616,0,0
,,Abram,120.323002,0,0
,,by,104.954538,0,0
,,the,233.376324,0,0
,,Most,151.406718,0,0
,,High,116.996559,0,0
,,God,109.927717,0,0
,,who,178.876823,0,0
,,created,235.60369,0,0
,,heaven,173.826059,0,0
,,and,278.859559,0,0
,,earth,199.930454,0,0
,,And,77.139914,0,0
,,blessed,154.522094,0,0
,,be,125.014956,0,0
,,the,179.950772,0,0
,,Most,78.581031,0,0
,,High,120.998701,0,0
,,God,114.705375,0,0
,,through,88.274063,0.142857,0.285714
,,whose,168.209272,0,0
,,protection,124.054508,0,0
,,the,179.730209,0,0
,,enemies,185.83454,0,0
,,are,181.263359,0,0
,,in,169.129874,0,0
,,your,179.804179,0,0
,,hands,36.977169,0.6,1.2
,,And,128.019798,0,0
,,he,158.605856,0,0
,,gave,175.583588,0,0
,,him,124.06314,0,0
,,tithes,73.457333,0,0
,,from,154.141296,0,0
,,everything,200.959775,0,0
,,Then,107.138689,0,0
,,the,231.530339,0,0
,,king,178.734843,0,0
,,of,128.547236,0,0
,,Sodom,123.328899,0,0
,,said,156.694664,0,0
,,to,148.795079,0,0
,,Abram,19.417868,1.8,2.8
,,Give,108.01809,0,0
,,me,135.476816,0,0
,,these,203.153201,0,0
,,souls,150.069922,0,0
,,and,111.684736,0,0
,,take,224.782799,0,0
,,the,29.604663,1.666667,2
,,rest,170.120765,0,0
,,for,148.329219,0,0
,,yourself,77.849891,0.125,0.25
,,And,123.688942,0,0
,,he,137.028201,0,0
,,responded,48.032846,0.555556,0.777778
,,to,66.67721,0,0
,,him,112.482772,0,0
,,I,16.84757,1,2
,,lift,140.371584,0,0
,,up,93.535712,0,0
,,my,140.557321,0,0
,,hand,159.99864,0,0
,,to,146.116759,0,0
,,the,220.12857,0,0
,,Lord,16.005696,1.25,2
,,God,17.20248,1,2
,,the,21.889247,2.333333,3.333333
,,Most,125.919599,0,0
,,High,47.73358,0.25,0.5
,,the,204.238126,0,0
,,Possessor,65.893834,0.222222,0.444444
,,of,130.041482,0,0
,,heaven,169.607498,0,0
,,and,244.414902,0,0
,,earth,182.195702,0,0
,,that,103.006008,0,0
,,from,152.971626,0,0
,,one,183.126402,0,0
